setting,model_family,method,coverage,coverage_error,avg_length,median_length,qhat,max_abs_cond_error,mean_abs_cond_error,worst_undercoverage,worst_overcoverage,seed,pi_upper_max_abs_cond_error,pi_upper_mean_abs_cond_error,pi_upper_worst_undercoverage,pi_upper_worst_overcoverage,mode_entropy_max_abs_cond_error,mode_entropy_mean_abs_cond_error,mode_entropy_worst_undercoverage,mode_entropy_worst_overcoverage,mode_margin_max_abs_cond_error,mode_margin_mean_abs_cond_error,mode_margin_worst_undercoverage,mode_margin_worst_overcoverage,mode_separation_max_abs_cond_error,mode_separation_mean_abs_cond_error,mode_separation_worst_undercoverage,mode_separation_worst_overcoverage
homoskedastic,krr,oracle local normalization,0.9193333333333333,0.019333333333333313,1.3716606121634356,1.3716606121634358,2.7433212243268716,0.019333333333333313,0.019333333333333313,0.019333333333333313,0.019333333333333313,0,,,,,,,,,,,,,,,,
homoskedastic,krr,gmm density level set (1 comp),0.9193333333333333,0.019333333333333313,1.374478732276856,1.374478732276856,631.4015984290702,0.019333333333333313,0.019333333333333313,0.019333333333333313,0.019333333333333313,0,,,,,,,,,,,,,,,,
homoskedastic,krr,absolute residual,0.9126666666666666,0.012666666666666604,1.364351973360822,1.364351973360822,0.682175986680411,0.012666666666666604,0.012666666666666604,0.012666666666666604,0.012666666666666604,1,,,,,,,,,,,,,,,,
homoskedastic,krr,locally normalized residual,0.9,0.0,41.20991962926432,31.8379827651314,1994.3420155302438,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,
homoskedastic,krr,stabilized normalized residual,0.9013333333333333,0.0013333333333332975,6.004575454844133,5.003360799617415,284.0521072932313,0.0013333333333332975,0.0013333333333332975,0.0013333333333332975,0.0013333333333332975,1,,,,,,,,,,,,,,,,
homoskedastic,krr,blended normalized residual gamma=0.25,0.8986666666666666,-0.0013333333333334085,2.5648415949658605,2.2254762619155377,128.3739871924334,0.0013333333333334085,0.0013333333333334085,-0.0013333333333334085,-0.0013333333333334085,1,,,,,,,,,,,,,,,,
homoskedastic,krr,blended normalized residual gamma=0.50,0.8906666666666667,-0.009333333333333305,1.784178402016052,1.6171001164958343,94.80272554382718,0.009333333333333305,0.009333333333333305,-0.009333333333333305,-0.009333333333333305,1,,,,,,,,,,,,,,,,
homoskedastic,krr,blended normalized residual gamma=0.75,0.9013333333333333,0.0013333333333332975,1.4529794382109054,1.380480935684053,82.2734757660649,0.0013333333333332975,0.0013333333333332975,0.0013333333333332975,0.0013333333333332975,1,,,,,,,,,,,,,,,,
homoskedastic,krr,oracle local normalization,0.9126666666666666,0.012666666666666604,1.364351973360822,1.364351973360822,2.728703946721644,0.012666666666666604,0.012666666666666604,0.012666666666666604,0.012666666666666604,1,,,,,,,,,,,,,,,,
homoskedastic,krr,gmm density level set (1 comp),0.9126666666666666,0.012666666666666604,1.3611342785654301,1.3611342785654301,604.9146584342657,0.012666666666666604,0.012666666666666604,0.012666666666666604,0.012666666666666604,1,,,,,,,,,,,,,,,,
homoskedastic,krr,absolute residual,0.8866666666666667,-0.013333333333333308,1.29694036354317,1.2969403635431698,0.6484701817715849,0.013333333333333308,0.013333333333333308,-0.013333333333333308,-0.013333333333333308,2,,,,,,,,,,,,,,,,
